Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
25182,2782,149,6087,2796,3268,10890,1076,0.241720276,2.312396694,0.111031689,0.422823134,0.361754431,0.1,7729,14292,365,9528.4035,21.4292,11350,364,15.6,1606,0.37,7729,2145,296,2441
848.893,107.138,7.382,171.211,28.937,127.469,328.634,113.512,0.201687374,2.58309548,0.034087924,0.188322634,0.042751509,0,676.865,520.259,10.211,443.916,6.188,520.259,-117.112,1.98,163.657,-0.2,676.865,121.517,-6.73,114.787
24196,1028,53,7976,568,1452,13826,4693,0.329641263,1.750036164,0.023474955,0.477160697,0.186657903,0.72,3043,10370,407,14218.9435,24.0161,10370,-2384,2.395,115,-4.46,3043,2062,654,2716
34260,1101,700,9673,3968,3968,22072,9746,0.282340922,1.552192823,0.115820198,0.377509276,0.377509276,2.36,10511,12188,570,25190.4791,40.9275,12188,1509,30.456,271,5.33,10511,2877,-662,2215
17492.5,15.5,1001.1,5948.5,1324.3,1324.3,13649,-1158.4,0.340060026,1.281595721,0.075706731,0.284685498,0.284685498,0.83,4651.8,3843.5,385.6,6225.8361,12.0444,3843.5,275.5,7.596,536.6,0.77,4651.8,1456.8,-3411.6,-1954.8
39053.535,84.94,1503.021,12490.719,3254.499,3254.499,28452.615,3442.975,0.31983581,1.372581571,0.0833343,0.295206416,0.295206416,1.26,11024.486,10600.92,595.282,18225.6178,20.887,10600.92,982.871,11.687,608.584,2.1,11024.486,3025.839,602.267,3628.106
24454,2319,110,6416,3543,6109,18932,5341,0.262370164,1.29167547,0.144884273,0.259670152,0.150599337,3.1,23526,5522,301,34231.8194,30.4573,5522,2026,65,807,10.51,23526,2162,-3275,-1113
3076.692,4.211,295.035,576.7,223.684,223.684,2295.72,397.828,0.187441577,1.340186085,0.07270276,0.301532032,0.301532032,1.8625,741.825,780.972,42.539,1388.0805,28.4746,780.972,56.617,1.061,87.962,2.37,741.825,184.688,-74.713,109.975
5278.64,11.98,231.711,1808.453,410.518,410.518,3678.466,317.313,0.342598283,1.435011225,0.077769653,0.338069948,0.338069948,1.92,1214.299,1600.174,92.153,2613.331,33.2179,1600.174,151.379,1.608,53.458,3.2,1214.299,339.818,35.856,375.674
14250.399,1939.469,53.615,4379.3,1822.29,2281.279,6464.386,6904.61,0.307310694,2.204447414,0.127876419,0.138770041,0.110849772,1.49,16439.276,7786.013,177.843,12813.8686,23.3263,7416.878,152.005,23.7,2145.444,1.75,16439.276,2157.043,-789.751,1367.292
43437,3201,1450,6883,-4171,-2865,19087,25653,0.158459378,2.275737413,-0.096024127,-0.229567308,-0.334214744,2.94,12480,24350,147,51632.3372,31.8851,24350,-7779,11.1,986,-9.84,12480,3351,1484,4835
3429.536,385.235,0,795.836,637.33,868.949,1850.802,2064.423,0.232053549,1.852999943,0.185835635,0.283714918,0.208090496,1.08,3062.754,1578.734,27.475,3671.2945,16.1344,1578.734,113.837,11,328.453,2.52,3062.754,560.408,-157.001,403.407
52187,131,2874,19192,3944,3944,39765,2427,0.367754422,1.312385263,0.075574377,0.262391058,0.262391058,1.44,15031,12422,1132,13439.5588,29.3252,12421,503,15.781,785,2.24,15031,3447,-279,3168
9597.4,75.2,110,2645.6,789.1,789.1,6271.4,2224.7,0.275657991,1.530344102,0.082220185,0.359187947,0.359187947,1.025,2196.9,3326,153.2,5250.113,16.655,3326,277.6,2.586,193.9,1.71,2196.9,865.4,-295.6,569.8
9321.8,392,206.5,3675.2,417.6,605,6903,17.3,0.39425862,1.350398378,0.044798215,0.211953475,0.146300448,0.8,2854.4,2418.8,67.1,2849.626,14.6505,2418.8,-50.8,6.2,685.2,0.57,2854.4,217.1,422.2,639.3
15446.111,97.619,656.99,8323.582,1428.823,1428.823,11679.775,-127.242,0.538878816,1.322466486,0.092503738,0.184050636,0.184050636,2.43,7763.206,3766.336,453.359,5171.9665,1.6011,335.798,254.088,2.364,204.78,1.52,7763.206,1006.98,108.589,1115.569
1820.904,0,133.216,445.945,169.577,169.577,1215.881,122.127,0.244903081,1.497600505,0.093127919,0.217461054,0.217461054,1.23,779.804,605.023,31.883,1008.1319,15.9818,605.023,60.11,2.005,85.416,1.56,779.804,117.54,38.43,155.97
2777.84,161.02,5.026,572.559,280.977,1214.573,1785.25,655.041,0.206116623,1.555994959,0.101149454,0.124279107,0.028750491,1.01,9772.946,992.59,27.149,2259.6519,15.8048,992.59,75.585,8.1,940.775,2,9772.946,269.597,-124.233,145.364
7380,96,169,1702,865,1463,3601,385,0.230623306,2.049430714,0.117208672,0.273457944,0.161682243,0.67,5350,3779,98,5450.777,32.2606,3739,210,15,644,2.81,5350,742,-333,409
9421,399,228,5345,941,1481,9142,-2322,0.567349538,1.030518486,0.09988324,0.240578298,0.152858999,0,6156,279,209,2803.958,1.0624,171,-388,27,1007,1.64,6156,608,2057,2665
17076,1311,283,4042,2613,6778,12007,12819,0.236706489,1.422170401,0.153021785,0.441017633,0.170017568,1.415,15369,5069,135,26372.6863,18.6716,4983,820,46.6,1705,5.71,15369,1837,-754,1083
63339,123,1179,16030,5027,5027,46511,5294,0.253082619,1.361806884,0.079366583,0.298639577,0.298639577,1.82,16833,16828,821,26170.8098,33.6772,16570,856,23,439,3,16833,3753,1430,5183
41150,403,1529,13134,3160,3160,28571,9188,0.319173755,1.440271604,0.076792224,0.308865214,0.308865214,2.76,10231,12579,655,23342.495,47.6403,11829,1041,17.387,298,5.23,10231,2905,-173,2732
1376.904,134.294,0,585,149.703,185.893,808.392,-121.126,0.424866222,1.703262774,0.108724356,0.261018587,0.210202996,0,712.183,568.512,45.355,224.2349,4.6143,568.512,-91.285,2.567,34.937,-0.38,712.183,162.122,-35.041,127.081
12295.037,1180.584,223.142,2723.96,1859.84,3388.581,7187.468,8103.267,0.221549557,1.710621459,0.15126754,0.266570897,0.146308799,2.52,12711.744,5107.569,118.406,16118.5685,36.8384,5104.287,97.02,54.754,1300.459,7.32,12711.744,1301.941,-1044.744,257.197
49859,1220,0,1805,747,747,45089,3291,0.03620209,1.105790769,0.01498225,0.122098725,0.122098725,2.03,6118,4770,75,,52.4956,4592,-71,7.4,0,4.04,6118,1357,3097,4454
39301,836,1401,18563,3729,3729,29382,225,0.472328948,1.337587639,0.094883082,0.486243317,0.486243317,1.495,7669,9919,871,22998.7394,14.7197,9919,252,12.799,357,2.26,7669,2967,68,3035
11857,126.3,0.7,4709.3,1160.6,2482.4,7848.2,1146.7,0.397174665,1.510792284,0.097883107,0.384927896,0.179965886,1.28,6449,4008.8,108.7,8937.9857,22.2148,4008.8,-341.1,27.6,1174.3,3.15,6449,739.3,1286.3,2025.6
69667,9096,4071,29213,12465,36920,57637,37153,0.419323353,1.208720093,0.178922589,0.585511292,0.197681426,2.715,63056,12030,970,144684.16,8.2268,11912.466,2802,263,2720,4.71,63056,10580,-3828,6752
4042.441,75.452,88.917,734.531,147.032,397.872,2622.214,335.638,0.181704816,1.54161369,0.036372083,0.080860535,0.029881686,0,4920.472,1420.227,44.027,821.482,28.9411,1420.227,44.745,10.626,905.175,1.26,4920.472,14.072,-41.788,-27.716
2370.543,0.85,112.94,529.437,252.354,343.415,1083.346,380.422,0.223339969,2.188167954,0.106454091,0.57685201,0.42389212,0,595.326,1287.197,52.671,2143.4739,32.0557,1287.197,-68.28,0.362,0.6,-1.74,595.326,411.073,177.974,589.047
1430.332,2.407,0,557.5,117.456,163.878,803.334,320.554,0.389769648,1.780494788,0.082117998,0.203770573,0.146048136,0,804.228,626.998,29.066,257.9991,40.4959,626.998,26.568,2.694,69.491,1.73,804.228,133.918,12.052,145.97
167460,3641,10160,28818,19016,40995,102462,62471,0.172088857,1.634362007,0.113555476,0.839184459,0.389265317,1.12,48851,64998,1231,199329,10.4768,64694,4755,97.9,7513,1.77,48851,14512,-10234,4278
95384,6502,2033,24286,6961,6961,68062,9444,0.254612933,1.40142811,0.072978697,0.236390804,0.236390804,1.24,29447,27294,1132,25546.3173,28.0382,25793,2310,29.762,1566,2.59,29447,7616,4830,12446
32535,2369,4,12915,8590,11318,29625,23977,0.396957123,1.098227848,0.264023359,0.600297019,0.455606237,2.125,18854,2873,808,114095.0344,1.4693,2880,4643,8.8,2031,2.74,18854,5810,-6747,-937
97484,2368,1427,23453,5072,9427,57402,30167,0.24058307,1.698268353,0.052029051,0.318867542,0.171560005,2.94,29564,40082,1214,57708.6532,32.17,39762,-8773,15.9,1124,-2.3,29564,7572,-1429,6143
6141.462,650.557,461.085,2507.912,818.147,2192.781,5666.371,4266.902,0.408357489,1.083843963,0.133216977,0.612840757,0.22865659,0.75,3578.06,178.721,87.583,4037.5087,0.9115,178.215,365.464,14.8,88.824,1.75,3578.06,514.639,-570.725,-56.086
7735.4,1043.9,249.5,1731.9,169.5,456.9,3802.2,-10953.4,0.223892753,2.034453737,0.021912248,0.149695302,0.055533713,0,3052.2,3933.2,108.7,2086.7028,3.3922,3889.3,-969.7,9.17,1005.2,-0.87,3052.2,831.6,-131.7,699.9
1016.612,7.886,35.007,598.874,95.507,141.899,812.876,-187.486,0.589088069,1.250636013,0.093946363,0.246636748,0.166002127,1.5,575.336,203.736,32.967,1230.1934,5.0081,203.736,35.603,0.927,35.162,0.78,575.336,74.014,-56.517,17.497
129495,6845,12021,18329,17904,41151,66445,72027,0.141542144,1.948905109,0.138260164,0.539480067,0.234717288,2.6323,76279,63050,626,212388.035,23.0836,62662,1918,110,5454,4.12,76279,14608,-13019,1589
6009.328,,375.579,1966.969,477.335,477.335,4271.579,488.348,0.327319294,1.406816543,0.079432343,0.331694094,0.331694094,0.8,1439.082,1737.749,124.16,2435.0228,20.775,1654.813,6.491,1.868,67.386,1.45,1439.082,386.874,175.431,562.305
37535,394,1098,8834,4176,4176,24468,8822,0.23535367,1.534044466,0.111256161,0.400960154,0.400960154,1.56,10415,13067,393,19549.3606,25.8588,13066,1667,13.025,976,3.32,10415,3919,15,3934
8967.16,754.161,732.313,1667.633,831.094,1451.467,4207.835,1662.032,0.185971144,2.131062649,0.092681964,0.242640544,0.1389333,0.32,5981.964,4759.325,120.789,6221.8174,13.6313,4759.325,494.171,4.542,6136.384,1.36,5981.964,-348.129,-159.718,-507.847
29281,2328,0,5330,3353,5981,18596,9727,0.182029302,1.574585932,0.114511116,0.257280509,0.144233665,2.615,23247,10330,233,37234.47,33.8729,10128,2356,61,4857,6.07,23247,2359,-1509,850
9558.3,74.1,4340,1753.7,998,3261.5,7209,2702.8,0.183474049,1.325884311,0.104411872,0.15633688,0.047838175,0,20862,2349.3,150.1,6610.5666,21.2023,2349.3,442.6,26,3612,3.93,20862,507.2,0.9,508.1
6404.7,1427.3,0,1500.9,1359.2,2865.6,4147.9,3982.3,0.234343529,1.544082548,0.212219152,0.454287481,0.215475832,2.675,6307.9,2256.8,63.7,13434.628,17.0453,2256.8,441,22.5,535.6,6.15,6307.9,1187.7,-608.1,579.6
29175,11,1800,15870,4966,4966,23430,5271,0.543958869,1.245198464,0.170214225,0.370210228,0.370210228,1.8975,13414,5745,774,24634.5634,11.1608,5745,1252,26,318,2.75,13414,3747,-145,3602
10967.809,60.945,634.53,4883.326,1656.165,2497.328,8980.698,954.345,0.445241707,1.22126465,0.151002356,0.380001318,0.252007298,1.56,6571.893,1987.111,150.434,3039.8935,37.1485,1987.111,212.303,33.1,63.725,5.97,6571.893,1440.686,731.485,2172.171
17146,176,647,5882,1432,1432,11703,3053,0.343053773,1.46509442,0.083518022,0.326940639,0.326940639,2.16,4380,5443,333,8644.021,38.0896,5443,756,5.829,312,3.81,4380,1059,-360,699
68005,2793,4557,14442,9373,10961,32100,36312,0.212366738,2.118535826,0.137828101,0.308978154,0.264214235,1.9,35475,35905,346,87631.668,28.3619,35633,1720,95,3756,3.39,35475,8572,1374,9946
7426,358.4,288.5,4302.7,1098.8,2711.2,6898.9,-144.8,0.57941018,1.076403485,0.147966604,0.385579179,0.156268222,0.52,7031.5,527.1,238.9,8742.1798,2.6891,527.1,129.2,23,660.8,2.49,7031.5,967.7,-775.3,192.4
11718.888,134.599,116.989,3071.738,723.372,844.86,10529.487,-103.187,0.262118556,1.112959064,0.061727017,0.282904386,0.242223696,0.44,2986.38,1189.401,172.897,5094.0135,6.0514,1184.692,180.522,23.785,27.835,1.21,2986.38,472.186,-338.478,133.708
5791.855,205.744,42.616,1920.196,1844.27,5757.788,4923.945,2641.781,0.331533852,1.176263139,0.318424753,0.507772611,0.162644021,2.68,11339.304,867.91,61.791,23947.3212,9.4085,867.91,938.712,40.706,1018.53,11.38,11339.304,1447.463,-980.353,467.11
4486.9,92.8,22.7,879.6,847.3,1971.1,2056.2,2622.7,0.196037353,2.182132088,0.188838619,0.548579221,0.235813086,2.2,3593.1,2430.7,51.9,9957.8544,41.536,2412.7,362.7,11.5,497.8,8.24,3593.1,496.5,-226,270.5
4020.269,182.434,113.097,1021.854,622.561,1142.583,2487.396,1101.294,0.254175529,1.616256117,0.154855558,0.230156743,0.125405867,1.37,4964.369,1532.873,56.973,4125.5813,14.9878,1512.929,156.454,21,385.483,2.51,4964.369,452.93,-256.356,196.574
3480.9,3.877,461.154,1006.394,229.345,229.345,2443.361,449.668,0.289118906,1.424635983,0.065886696,0.239008596,0.239008596,1.0175,959.568,1037.539,36.522,1669.1203,14.6202,1037.539,110.866,0.72,59.299,1.72,959.568,186.794,183.564,370.358
829.776,14.16,0,395,109.047,182.762,487.133,-135.917,0.476032086,1.70338696,0.131417395,0.337961234,0.201648366,0,540.778,342.643,24.238,139.9607,5.3125,342.643,-155.14,1.7,9.262,-2.25,540.778,142.719,-61.827,80.892
50310,161,991,10972,3927,3927,36916,8884,0.218087855,1.362823708,0.078056052,0.340767095,0.340767095,1.67,11524,13388,586,19291.2693,34.8914,11368,1022,12.768,267,3.02,11524,4509,-588,3921
1348.6,4.364,28.312,325.541,160.522,240.339,882.655,220.923,0.241391814,1.527890286,0.119028622,0.524024237,0.349994876,0.874,458.641,465.945,21.782,1531.2589,12.7649,465.945,60.484,0.707,37.584,1.61,458.641,95.145,-76.631,18.514
78318,1404,4050,24688,6712,6712,56175,9880,0.315227662,1.394178905,0.085701882,0.383784093,0.383784093,2.1525,17489,22143,840,42659.4256,22.5859,20592,2365,26.703,1929,2.81,17489,6274,1700,7974
21312,1583,637,2541,5295,7574,13954,8358,0.119228604,1.527303999,0.248451577,0.385484528,0.269493078,0.27,19648,7358,121,27885.7421,11.3619,7358,1868,49.583,311,3.46,19648,3238,-1024,2214
402672,5121,7636,118515,47845,80799,279032,39005,0.294321433,1.4431033,0.11881879,0.550398158,0.325917398,1.88,146801,123640,4917,211447.3854,19.9629,122671,10618,281.45,4033,2.68,146801,35880,9782,45662
15172.3,465.4,7.6,3836.6,1842.5,4328.9,9313.1,2797.5,0.252868715,1.629135304,0.121438411,0.387484559,0.164924184,2.14,11171.8,5859.2,180.4,16430.4431,37.7514,5811.6,459.7,51.25,1526.4,6.31,11171.8,1182.3,-875.6,306.7
16247,3379,769,3253,2372,6803,7736,7153,0.200221579,2.100180972,0.145996184,0.683993565,0.238487834,1.38,9946,8511,108,34666.62,22.8177,8511,1054,27,1639,4.23,9946,899,-1141,-242
17989.281,5130.044,5050.052,2271.825,2322.032,9087.316,12687.753,7828.788,0.126287704,1.417846091,0.129078644,0.186671644,0.047699181,1.2,48680.752,5260.224,117.251,21454.8798,8.8509,5260.224,406.239,51.7,2691.823,1.85,48680.752,1555.484,3897.562,5453.046
34688,1887,28,9606,-687,-311,18051,9600,0.276925738,1.92166639,-0.01980512,-0.037655891,-0.083181983,0.65,8259,16637,466,3104.6835,28.4719,16407,-2233,10,1620,-3.36,8259,1951,-1293,658
5751.7,149.8,3.9,1491.8,-8.9,229.9,3555.2,931.4,0.259366796,1.617827408,-0.001547369,0.061807721,-0.00239273,0.62,3719.6,2184.4,113.6,1228.2188,19.0776,2082.8,-461,9.2,1271.6,-1.77,3719.6,131.4,-106,25.4
3878.516,338.366,419.942,646,436.052,987.816,1867.423,1645.052,0.16655855,2.076934899,0.112427537,0.545848184,0.240953976,1.36,1809.69,2011.093,61.323,5469.5031,48.2894,2009.272,134.634,12.2,330.275,6.01,1809.69,300.81,-85.583,215.227
9422.462,984.643,14.306,2439.827,968.911,2749.374,4717.214,2487.846,0.258937314,1.997463333,0.102829919,0.530517183,0.186960353,0.564,5182.441,4704.151,141.719,2821.1297,37.8609,4125.55,212.94,10.4,158.222,2.05,5182.441,789.694,460.735,1250.429
3967,287,86,1124,785,1410,3449,-2113,0.283337535,1.15018846,0.197882531,0.171762699,0.095626751,0,8209,475,73,2644.1405,7.5181,433,127,30,682,5.11,8209,517,-172,345
16332,942,6,4067,3418,3758,8592,5805,0.249020328,1.900837989,0.20928239,0.133437489,0.121364911,1.85,28163,7740,252,12580.4404,43.6625,5213,1540,6,2302,12.52,28163,2131,-1060,1071
16230,1000,1000,3120,5346,8374,6284,30644,0.192236599,2.582749841,0.329390018,0.644153846,0.411230769,1.4,13000,9946,90,55427.5991,9.8352,9946,2986,29.977,1691,2.82,13000,4268,-4165,103
14708,1005,417,3193,1596,2900,9744,3900,0.217092739,1.509441708,0.108512374,0.216047083,0.118900395,0.08,13423,4964,169,11520.3183,18.1017,4964,805,35,4174,2.55,13423,1090,-504,586
40889,452.1,1052.8,11473.9,4175.3,8563,19538.8,10145,0.280610922,2.092707843,0.102113038,0.504733163,0.246106782,0.6,16965.4,21350.2,414.9,56687.5155,53.4249,21350.2,1263.1,52,1991.7,5.24,16965.4,2816.9,-2491.3,325.6
2428.44,99.76,7.506,1498.022,463.2,698.01,1968.503,-1019.783,0.616865972,1.233648107,0.190739734,0.552250189,0.366473672,2.14,1263.938,24.216,76.205,5029.8119,0.2645,24.216,147.761,43.9,21.535,1.7,1263.938,473.761,-333.488,140.273
2785.3,129.6,77.1,580.6,437.3,925.9,1440.7,1170.6,0.208451513,1.933296314,0.157002836,0.322354907,0.152247328,1.03,2872.3,1344.6,33.4,2294.7192,16.502,1324.5,124.7,14.709,543.2,2.23,2872.3,374.8,-241.6,133.2
19853.213,61.383,490.129,743.733,850.829,850.829,15797.661,3846.316,0.037461594,1.25671851,0.042855985,0.225919893,0.225919893,0.5317,3766.065,4055.552,76.642,,33.1417,4055.552,-238.405,3.115,0,4.13,3766.065,1120.05,-525.705,594.345
1303.658,126.275,23.356,354.818,362.219,898.781,841.493,407.514,0.272171076,1.549220255,0.277848178,0.375750692,0.151431817,1,2391.961,462.165,19.654,4113.5808,8.4567,462.165,187.453,6.874,334.514,3.65,2391.961,236.869,-173.361,63.508
3908.3,389.328,53.832,1383.634,747.804,1062.257,2036.208,2222.514,0.354024512,1.919401161,0.19133741,0.382169934,0.269038665,0.4,2779.541,1848.682,40.701,9102.4938,10.0832,1843.018,342.426,10.5,15.114,1.97,2779.541,600.194,-290.754,309.44
9758.535,262.644,26.479,3452.544,394.83,1039.43,5926.813,-393.367,0.353797368,1.64650631,0.040459967,0.517011032,0.196387891,7.48,2010.46,3831.722,164.43,3122.4202,41.431,3826.198,-344.393,8,0,0.97,2010.46,25.944,-1092.75,-1066.806
8885.9,786,117.9,3077.5,1526.5,2002.9,4837.2,3104.9,0.346335205,1.836992475,0.171789014,0.313310495,0.238787993,0.42,6392.7,4048.7,194.7,3670.256,23.913,3653.9,793,22.03,943.1,5.14,6392.7,939.7,-530.3,409.4
23004,688,715,6010,3006,4687,13298,6723,0.261258911,1.729884193,0.130672926,0.113286443,0.07265608,0.45,41373,9706,293,15903.9,26.2629,9691,1277,113,2878,3.36,41373,2570,-2035,535
40861,3006,1359,10400,7311,12389,31895,2626,0.254521426,1.281109892,0.178923668,0.327197338,0.193085781,0,37864,8966,669,20892.0957,24.5907,8966,7588,84,738,12.57,37864,5992,-2495,3497
4736,442,500,1675,512,829,3300,-1606,0.353673986,1.435151515,0.108108108,0.219544492,0.13559322,0,3776,1436,166,3538.2514,9.8581,1436,1015,8.9,314,1.82,3776,331,-44,287
23640,292,696,6880,2124,2124,16552,1328,0.291032149,1.428226196,0.089847716,0.348310922,0.348310922,1.655,6098,7088,355,10487.598,28.6315,6946,636,8.527,538,2.57,6098,2017,246,2263
54600,1391,594,13607,10064,10064,33898,29038,0.249212454,1.610714496,0.184322344,0.461376244,0.461376244,2.7,21813,20702,622,66408.3002,24.3779,20702,4787,47.457,736,5.51,21813,7344,-3063,4281
2808.509,0.835,3.549,946.579,-1299.752,-1264.407,1494.929,817.178,0.337039689,1.87869056,-0.462790755,-1.480169884,-1.52154628,0,854.231,1313.58,53.674,615.0386,26.0564,1313.58,-1037.361,1.179,3.565,-21.12,854.231,446.944,102.62,549.564
7663.844,6.742,244.111,3326.684,232.485,292.175,3816.797,-1597.137,0.434075119,2.007925494,0.030335299,0.304819523,0.242546306,1.0925,958.518,2900.611,137.98,,10.8969,2853.297,336.56,1.611,0,1.31,958.518,431.615,-201.648,229.967
111383,10923,6634,25460,12714,37026,75922,33791,0.228580663,1.467071468,0.114146683,0.235673776,0.080925739,1.875,157107,33725,790,112110.92,35.4984,33830,3871,200,0,6.1,157107,9740,12239,21979
38311,2730,3018,11316,9769,9769,35820,2461,0.295372086,1.069542155,0.254992039,0.167383445,0.167383445,2.92,58363,2491,354,85105.0422,2.7878,2470,4898,444,308,5.39,58363,7430,-1565,5865
7732.2,128.7,50.3,8156.7,941.5,1672.9,9227.7,-2087.2,1.054900287,0.837933613,0.121763534,0.606386835,0.341271567,0,2758.8,-1495.5,664.9,775.905,-17.289,-1495.5,-1522.1,8.5,248.5,-6.9,2758.8,414.2,-183.2,231
9634.113,61.228,62.722,3387.303,1656.613,1656.613,5082.443,4248.664,0.351594693,1.895567348,0.171952831,0.183212083,0.183212083,0.4,9042.051,4309.161,114.077,11745.7613,43.2332,4249.647,682.631,74.6,116.037,6.89,9042.051,1020.898,-77.245,943.653
9639.542,945.605,462.869,1401.82,2076.633,6255.019,4254.704,2085.509,0.145423922,2.265619888,0.215428596,0.505384857,0.167785081,1.33,12376.744,5384.838,89.414,26556.7215,12.6223,5384.838,890.643,64,1611.994,3.05,12376.744,1146.51,-783.295,363.215
4318.575,185.961,334.153,1706.933,719.478,1662.427,3463.566,2014.13,0.395253758,1.246858007,0.166600788,0.378458925,0.163792377,1.23,4392.622,855.009,81.348,6393.7548,10.8251,855.009,223.678,11.13,451.909,4.74,4392.622,383.2,82.559,465.759
3152.986,475.507,0.004,436.738,356.163,696.56,1524.943,-450.775,0.13851568,2.067609084,0.11296054,0.30278793,0.154820629,0.24,2300.488,1628.043,25.685,1778.4595,10.9931,1622.476,-170.701,22.4,420.571,0.72,2300.488,245.331,-49.828,195.503
8301.632,284.06,0.13,1980.334,845.512,1132.356,3847.444,1498.438,0.238547553,2.157700541,0.101848889,0.330887232,0.247068171,0.4,3422.181,4454.188,156.418,12647.3448,33.4469,4454.188,262.822,7.187,347.073,2.11,3422.181,503.378,-50.849,452.529
677.468,13.614,4.198,158.426,75.277,276.893,388.964,102.745,0.23385016,1.74172417,0.111115211,0.217459562,0.059119239,1.1833,1273.308,288.504,12.233,335.5649,14.4353,288.504,-10.045,2.609,305.669,1.5,1273.308,9.574,16.027,25.601
68782,3000,1068,13315,6792,28666,37482,24873,0.193582623,1.835067499,0.098746765,0.277116121,0.065658714,1.395,103444,31300,506,94331.7105,28.3152,30861,3870,360,8678,3.88,103444,5664,-915,4749
5294.201,6.733,357,944.201,382.665,382.665,4022.781,742.857,0.17834627,1.316054988,0.072280029,0.143868217,0.143868217,1.8275,2659.83,1271.42,50.511,2867.8714,25.0027,1243.36,126.304,1.529,232.845,2.71,2659.83,504.059,18.972,523.031
4352.951,754.207,0,399.926,294.598,1379.961,1836.296,5762.357,0.091874685,2.370506171,0.067677766,0.533604087,0.113915319,9.1,2586.114,2490.698,32.654,2814.7659,429.1347,2490.698,-239.455,21,32.068,17.71,2586.114,74.804,342.151,416.955
4906.649,10.484,198.167,1531.658,397.408,397.408,3378.362,524.29,0.312159684,1.452375145,0.08099377,0.267655188,0.267655188,1.32,1484.776,1528.287,80.441,2204.0108,24.5314,1528.626,124.465,1.938,54.148,1.9,1484.776,375.64,0.528,376.168
1502.396,22.936,40.822,1004.892,182.91,289.923,2104.28,-843.519,0.668859608,0.713971525,0.121745532,0.205466433,0.129627057,0,1411.048,-601.884,104.215,106.7926,-33.18,-602.616,-250.318,3.248,121.858,-5.97,1411.048,45.562,36.723,82.285
37802,1413,2577,11480,3836,14971,22872,6672,0.303687636,1.652763204,0.101476112,0.31925193,0.08180151,1.69,46894,14930,636,13649.8216,53.7762,6864,736,202.4,4517,5.32,46894,3367,-1918,1449
12486,1012,0,5402,1441,1856,7617,137,0.432644562,1.639228043,0.115409258,0.262072861,0.203473595,1.2,7082,4869,347,15304.2803,8.1864,4179,687,12.6,568,1.02,7082,1064,-1145,-81
19010,772,528,3470,2147,4230,13336,4390,0.182535508,1.425464907,0.112940558,0.202479537,0.102771528,3.45,20891,5674,165,11308.99,61.5974,4743,291,97,2619,12.52,20891,1225,-707,518
49020,100,675,23812,3294,3938,32795,-8402,0.485760914,1.494740052,0.067197062,0.535054348,0.447554348,2.45,7360,16225,1116,19249.3,8.2083,6148,-672,6.578,127,1.27,7360,2678,481,3159
29355.2,49.8,1252.7,9124.1,1919.9,1919.9,20670,4304.4,0.310817164,1.420183841,0.065402382,0.323973608,0.323973608,1.7429,5926.1,8685.2,340,16197.6947,27.4161,8654.8,642.8,8.443,687,2.75,5926.1,1293.6,1211.8,2505.4
2444.6,194.1,16.9,803.1,287.4,1103.4,1474.9,894.7,0.328520003,1.657468303,0.117565246,0.409942042,0.106776638,0.24,2691.6,969.7,38.2,1645.2332,9.7879,963.7,116.2,6.55,466.6,1.47,2691.6,215.5,-187.3,28.2
24817,1368,985,6382,2437,6549,15351,5044,0.257162429,1.616637353,0.098198815,0.360607896,0.134188646,0.2725,18161,9466,353,10766.4467,9.0074,9123,-9,143.6,942,0.85,18161,1611,-2074,-463
1894.6,173.8,15.9,1061.7,287.3,287.3,2274,-2599.6,0.560382139,0.833157432,0.151641507,0.05945286,0.05945286,0,4832.4,-379.4,107.6,455.7594,-11.8042,-379.4,73.2,32.3,,0.62,4832.4,140.8,-16.7,124.1
313.491,2.879,0.044,87.261,28.812,37.894,204.421,31.753,0.278352489,1.53355575,0.091906945,0.804731466,0.611862643,0.598,47.089,109.07,5.053,319.5313,8.5131,109.07,12.489,0.107,0.771,0.97,47.089,20.71,-5.134,15.576
32334.1,1197,42.6,6340.1,185.3,185.3,30746,-873.8,0.196080918,1.051652247,0.005730792,0.031860933,0.031860933,0,5815.9,1588.1,370.9,2362.2343,2.9133,586.7,-843.1,15.922,780.8,-2.83,5815.9,283.6,1627.8,1911.4
4613,42.9,83.5,855,513.3,1100.7,2701.9,1872.1,0.185345762,1.707317073,0.111272491,0.180498844,0.084173759,0.7,6098.1,1911.1,55.4,2741.2438,25.328,1911.1,154.3,13.3,1301.7,3.06,6098.1,82.5,-212.9,-130.4
10284.5,173.5,76.6,367.5,-37.8,382.2,5916.5,2935,0.035733385,1.738274318,-0.003675434,0.24983658,-0.024709112,1,1529.8,4368,18.6,,695.8037,3913.2,197.2,2.973,0,-9.93,1529.8,161,-205.5,-44.5
