Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
7479,2003,0,1655,859,2263,3309,5190,0.221286268,2.260199456,0.114854927,0.560425953,0.212729074,0.4,4038,4170,66,12536.32,12.5512,4167,12,11.8,541,1.48,4038,491,-258,233
3991.454,461.207,0,840.877,27.817,27.817,2691.739,-298.548,0.210669345,1.482853278,0.00696914,0.010800885,0.010800885,0.54,2575.437,1242.57,69.359,2490.8669,2.5644,651.123,97.429,7.841,32.361,-0.63,2575.437,212.864,-291.925,-79.061
5284.6,184.2,7.7,2324.3,1121.5,1572.8,3651.3,1192.4,0.439825152,1.447320133,0.212220414,0.273925841,0.195325426,2.05,5741.7,1633.3,87.5,6060.9335,16.9907,1633.3,465.8,13,676.8,4.53,5741.7,762.6,-405.2,357.4
12936,28,5,3318,937,1080,5512,-1667,0.256493506,2.346879536,0.072433519,0.233009709,0.202157497,1.7925,4635,7424,174,11245.95,16.9544,6324,429,1.274,120,1.02,4635,801,1072,1873
246853,6678,2268,7859,2060,2060,225164,10350,0.031836761,1.096325345,0.008345047,0.114884836,0.114884836,1.51,17931,21418,322,,31.0191,18993,3580,18.33,0,3.71,17931,4461,-1106,3355
4059.3,718.4,0,599.9,702.7,1942.3,1556.2,3154.2,0.147784101,2.608469348,0.173108664,0.778882785,0.281790111,0,2493.7,2503.1,17.2,17012.292,11.6207,2503.1,413.2,9.8,339.9,2.3,2493.7,549.7,-158.6,391.1
4991.7,712.1,17.5,1704,406.7,1278.3,3127.6,601.4,0.341366669,1.596016115,0.081475249,0.527961341,0.167974558,1,2421.2,1864.1,99.8,4910.3616,30.9775,1864.1,-397.5,6,332.8,2.82,2421.2,148.8,-327.2,-178.4
877933,12752,1400,24056,9803,9803,809437,40290,0.027400724,1.08462178,0.011166,0.140233174,0.140233174,1.475,69905,68419,1303,52935.9781,61.8827,67949,-568,69,0,4.39,69905,14129,-1295,12834
3869.6,617.6,543.4,850.5,615.1,1394.9,2237.7,-751.7,0.219790159,1.729275595,0.158956998,0.399021683,0.175954002,0,3495.8,1631.9,49.7,4037.992,3.903,1608.2,205.4,24.5,750.4,0.52,3495.8,470.6,-99.8,370.8
27084,936,384,15508,2301,3649,21470,-440,0.572588982,1.261481136,0.084957909,0.654411765,0.412661406,0.42,5576,5614,751,5455.494,4.8057,5614,-145,19.16,0,0.02,5576,1301,8275,9576
32882,1518,481,18983,-927,-927,27117,-3180,0.577306733,1.212597264,-0.028191716,-0.063172959,-0.063172959,0.58,14674,5736,1158,3698.0163,8.4805,2664.5,-6362,10.468,1252,-16.41,14674,1309,-432,877
879.176,5.767,6.398,272.021,-32.878,8.4,374.56,-545.806,0.309404488,2.347223409,-0.03739638,0.018829859,-0.073700964,0.06,446.1,504.616,17.86,111.01,5.4642,493.158,-141.532,1.433,6.585,-1.9,446.1,136.047,-94.013,42.034
4682,2728,37,347,270,515,3483,1004,0.074113627,1.344243468,0.057667663,0.158705701,0.083204931,0,3245,1199,19,4559.39,26.5445,1057,2393,11,187,2.41,3245,338,-774,-436
2068.497,117.947,17.033,845.997,317.678,594.997,1302.933,-125.01,0.408991166,1.587569737,0.153579145,0.436438148,0.233021003,0,1363.302,737.556,14.775,3754.0522,15.698,733.067,88.012,8.6,93.735,3.51,1363.302,286.358,4.548,290.906
2871.5,364.4,110.4,301.3,356.4,356.4,1177.6,1580.9,0.104927738,2.438434103,0.124116316,0.331165211,0.331165211,0.35,1076.2,1672.1,27.7,2587.7835,8.6175,1582.7,148.3,1.272,0,1,1076.2,274.4,-207.2,67.2
1657.94,349.825,50,617.287,232.389,524.536,855.057,-47.191,0.372321676,1.938981846,0.140167316,0.485177885,0.214951888,0,1081.121,802.883,38.667,1867.3013,5.7057,802.883,36.196,3.557,173.176,0.63,1081.121,120.918,-92.787,28.131
528.188,47.924,3.75,312.813,69.934,136.569,360.915,-742.964,0.592237991,1.463469238,0.132403614,0.537389724,0.275185532,0.1063,254.134,167.273,13.047,684.3242,1.8846,167.273,23.648,1.171,0,0.28,254.134,62.283,-31.923,30.36
3687.747,768.77,74.929,1015.649,750.459,1675.709,1806.648,1022.801,0.275411789,2.041209466,0.203500674,0.754904805,0.338080839,0,2219.762,1848.553,42.121,28136.0659,12.6109,1848.553,462.675,4.6,270.777,3.08,2219.762,659.596,-418.762,240.834
10356.695,2228.838,956.478,5564.542,1134.645,1959.941,7611.309,-2085.747,0.537289357,1.360698271,0.109556668,0.719015638,0.41625105,17.7051,2725.867,2745.386,309.998,18779.04,44.2091,2745.386,11.158,5.042,0,3.72,2725.867,894.793,1873.182,2767.975
1509.475,135.599,5.349,577.543,104.079,307.776,851.05,-318.37,0.382611835,1.773661947,0.068950463,0.558187111,0.188759215,0,551.385,658.425,32.101,963.756,6.4867,658.064,-71.857,8.2,25.556,0.32,551.385,67.924,-43.838,24.086
5123.4,1757.4,0,3401,1586.9,2508.2,5456.4,6369.5,0.663816997,0.93897075,0.309735722,0.719816329,0.455416846,1.36,3484.5,-333,120.6,19674.2658,-2.8815,-565,837,10.4,0,4.7,3484.5,1153.6,-461,692.6
2671.304,259.1,157.375,1044.582,269.843,459.865,1844.635,73.398,0.391038235,1.448147737,0.101015459,0.219454848,0.128773345,0,2095.488,826.669,60.641,645.3819,8.2624,819.105,-55.274,29.57,268.923,0.54,2095.488,237.462,-5.756,231.706
21920,3701,615,8429,4899,8998,14915,7573,0.384534672,1.469661415,0.223494526,0.599826678,0.326578228,2.01,15001,7005,460,45690.8256,14.939,6990,627,25.5,3496,5.78,15001,3108,-430,2678
733.945,3.39,0,847.804,-981.096,-962.577,931.547,-637.886,1.155132878,0.787877584,-1.336743216,-3.499554638,-3.566882501,0,275.057,-197.602,59.866,243.6432,-3.1306,-197.602,-975.355,0.02,0,-12.25,275.057,247.016,35.973,282.989
62843,1870,841,14557,5051,12271,34743,10714,0.231640756,1.808796016,0.080374903,0.414057228,0.170434607,0.62,29636,28100,643,70848.6797,17.7287,28012,4599,99,2609,1.64,29636,3728,-5883,-2155
18266.058,4360.766,1.848,25.587,5146.174,10455.162,11618.487,12058.036,0.001400795,1.572154619,0.281734242,0.317646816,0.156350116,2.12,32914.424,6647.571,14.578,59079.1033,9.7872,6133.667,2513.557,358,0,4.93,32914.424,4092.137,-3202.296,889.841
18839,532,988,2278,878,878,16426,560,0.120919369,1.146901254,0.046605446,0.22930269,0.22930269,1.54,3829,2360,142,8829.4432,12.2615,2229,402,39,0,2.56,3829,243,641,884
7389,252,448,1680,1213,2091,5509,3425,0.227365002,1.341259757,0.164162945,0.398741419,0.231311976,1.29,5244,1880,61,10794.696,14.2153,1875,353,19.5,1824,5.25,5244,735,-492,243
482.806,1.365,15.735,222.594,51.715,51.715,268.317,95.644,0.461042323,1.799386547,0.107113416,0.273798179,0.273798179,0.66,188.88,214.489,12.629,348.6246,6.616,214.239,23.05,0.201,2.237,0.71,188.88,59.021,-0.897,58.124
17922,411,1842,2934,1802,3223,11233,1365,0.163709407,1.595477611,0.100546814,0.07416868,0.041468185,1.44,43455,6652,265,9728.7392,40.3627,5751,-1511,33,4466,4.71,43455,610,360,970
27219.5,1459.3,0,11556.3,2368,4921,17330.1,8018.7,0.424559599,1.570648756,0.086996455,0.820467505,0.394811431,0.88,5997.8,9889.4,286.6,20794.993,48.781,9887.9,-220.6,17.5,2254.1,4.99,5997.8,816.7,7139.8,7956.5
2305.9,2.8,802.7,940.4,330.9,1060.8,1991.4,440.8,0.40782341,1.157929095,0.143501453,0.161012704,0.0502254,0,6588.3,314.5,63.3,1673.2538,12.6758,314.5,167.2,8.6,917.2,5.62,6588.3,155.4,-93.6,61.8
12643.2,289.8,164.8,5272.6,537.3,1250.4,9582.4,-537.3,0.417030499,1.319418935,0.042497153,0.164023454,0.070481288,0,7623.3,3060.8,187,2984.5018,24.425,2675.1,-263.4,89,48.9,-0.43,7623.3,90.8,3644.9,3735.7
1422.084,241.526,213.323,2021.25,243.241,628.763,2707.792,1957.248,1.421329542,0.525182141,0.171045452,0.539980024,0.208894736,0,1164.419,-1290.158,121.843,1449.0312,-20.3002,-1290.158,15.63,19,27.838,0.7,1164.419,54.815,-68.585,-13.77
7339,1760,5,1216,828,2633,5015,1348,0.165690149,1.463409771,0.11282191,0.115685413,0.036379613,0,22760,2168,43,7919.7728,17.9238,2157,346,18.2,0,3.1,22760,658,305,963
8134.565,90.782,0.598,1213.161,1229.623,4699.556,5673.917,1977.018,0.149136555,1.433677123,0.151160265,0.482648384,0.126283324,0.24,9737.018,2460.648,65.408,11034.4901,33.5631,2460.648,441.676,73,4174.768,7.52,9737.018,689.642,-445.952,243.69
2429.6,756.8,0,352.4,437.7,1191.4,1069.6,982.6,0.145044452,2.271503366,0.180153112,0.440166993,0.161709831,0.52,2706.7,1360,32.6,8438.8454,31.4051,1360,183.6,7.8,224.8,5.42,2706.7,288.9,-3.9,285
5957.171,502.2,203.954,2872.397,453.377,1425.56,3898.742,-1806.158,0.482174677,1.527972613,0.076106091,0.578715845,0.184051498,0,2463.316,2058.429,176.155,3375.9688,15.5667,1344.402,58.709,9.2,347.001,-0.21,2463.316,207.282,-632.983,-425.701
1506.424,41.314,0,0,115.586,229.42,322.687,754.348,0,4.668375237,0.07672873,0.148001731,0.074565984,0.84,1550.117,1183.737,1.193,1139.413,31.4164,1183.737,51.225,7.2,0,1.37,1550.117,153.883,-23.602,130.281
8660,318,448,1395,1488.6,2517,5450,1676,0.16108545,1.588990826,0.171893764,0.392300499,0.232013716,0,6416,3210,128,7293.3,9.9689,3210,737,16.862,44,2.12,6416,1598,-487,1111
10202.871,1809.33,0,2371.362,3852.871,5735.08,7979.445,898.617,0.232421051,1.278644191,0.37762616,0.845943019,0.568311048,0,6779.511,2223.426,132.716,48947.7772,5.1956,2223.426,83.779,3.7,0,0.26,6779.511,-749.439,1640.277,890.838
2632.3,219.6,27.4,2315,555.8,634.6,3509.9,62.1,0.879459028,0.749964386,0.211146146,0.202922649,0.177725194,0.88,3127.3,-877.6,129.6,2952.287,-5.6106,-877.8,152.8,25.915,22.4,1.01,3127.3,434.4,-178.6,255.8
14014.298,683.893,160.411,4446.527,1003.513,1117.488,10383.355,-112.764,0.317285033,1.349688805,0.071606369,0.062117591,0.055782084,0,17989.88,3630.943,219.827,4161.2726,22.5285,3407.748,-433.343,92,0,1.04,17989.88,764.433,2719.764,3484.197
1322.526,26.56,7.318,901.368,393.449,429.157,1324.015,-523.6,0.681550306,0.99887539,0.297498121,0.499330397,0.457783621,0,859.465,-1.489,80.817,432.6205,-0.0553,-1.489,593.031,2.7,0,3.39,859.465,112.001,-7.157,104.844
901.625,14.184,7.506,351.97,82.426,153.973,649.452,-29.647,0.390372938,1.388285816,0.091419382,0.179690691,0.09619339,0,856.878,252.173,24.365,239.3068,4.1729,252.173,-7.438,1.858,117.158,-0.15,856.878,29.122,15.903,45.025
1503.5,103.4,36.6,631.9,147.7,449,1043.7,88.4,0.420285999,1.44054805,0.098237446,0.372799734,0.122633677,0.8,1204.4,459.8,52.8,957.904,21.0435,459.8,-40.9,5.4,178.4,1.23,1204.4,86.5,-85.2,1.3
1835.134,43.416,22.239,1458.475,304.404,534.284,1748.761,-268.12,0.794751228,1.049390969,0.165875625,0.596048314,0.33959372,0.76,896.377,86.373,80.556,1797.8049,2.6341,80.674,77.684,4.422,0,2.58,896.377,197.266,188.579,385.845
10522.259,2080.089,0,9212.765,981.443,1545.509,10500.414,56.424,0.875550108,1.002080394,0.093273032,0.379183848,0.240792731,3,4075.883,21.845,354.233,7027.7667,-1.1025,-111.979,193.877,20.8,74.493,2.74,4075.883,572.813,1216.258,1789.071
11861,301,0,2364,1040,1040,6252,2707,0.199308659,1.897152911,0.08768232,0.305612695,0.305612695,0.9,3403,5609,111,9558.7271,34.1338,5609,246,3.824,0,3.2,3403,685,-362,323
67498.8,7470.6,3361.2,15177.9,2203,2203,56520.2,2415.3,0.224861775,1.194242059,0.032637617,0.551798417,0.551798417,0.6,3992.4,10978.6,773.4,7980.5734,54.6114,10978.1,1048.4,4.9,2092.4,2.61,3992.4,1157.3,-997.3,160
2984.416,259.801,0,1070.281,182.05,230.347,1538.253,697.762,0.358623262,1.940133385,0.061000209,0.483851114,0.382401748,0,476.07,1446.163,64.196,357.6909,40.1879,1446.163,63.647,1.233,0,1.87,476.07,215.843,1.023,216.866
5243.286,779.382,0,1485.62,-2963.149,-2888.461,2445.608,33.754,0.283337586,2.143960111,-0.565132057,-1.808348755,-1.855107895,0.64,1597.292,2797.678,85.746,8475.101,29.5048,2797.678,-2409.609,0.925,54.579,-25.92,1597.292,691.5,690.625,1382.125
9845,2479,0,4155,2359,4521,6827,-2716,0.422041646,1.442068258,0.239614017,0.329063251,0.171700997,2.25,13739,3018,222,14983.685,9.5674,3018,1714,52.35,993,4.71,13739,2647,-1495,1152
1376.247,28.413,3.053,740.854,232.856,368.716,986.45,-524.677,0.538314707,1.3951513,0.169196372,0.65419138,0.413142874,0.8112,563.621,389.797,26.979,1402.7723,4.4349,389.797,51.309,1.021,7.852,0.63,563.621,163.886,-91.365,72.521
13241.525,1177.75,0,717.65,569.292,846.09,8117.453,2634.419,0.05419693,1.631241351,0.042992933,0.40078481,0.269668222,1.4,2111.083,5124.072,41.26,,65.8143,4396.262,220.755,1.154,0,7.15,2111.083,245.457,-274.774,-29.317
603.45,2.116,62.663,279.065,-15.047,16.918,556.266,-1289.027,0.46244925,1.084822729,-0.024934957,0.143605327,-0.127723688,0,117.809,47.184,33.18,19.1144,0.1234,47.184,-89.274,0.179,0,-0.59,117.809,12.406,55.516,67.922
19981.891,988.133,0,991.825,367.67,955.998,14115.009,6005.888,0.049636193,1.415648477,0.01840016,0.248291241,0.095491037,1.16,3850.309,5866.882,50.963,,54.5358,5239.039,498.74,1.225,0,3.74,3850.309,791.2,-487.006,304.194
8425.5,376.1,206.6,2042,531.4,699,4477.6,3405.9,0.242359504,1.881700018,0.063070441,0.3462796,0.263251759,0.08,2018.6,3947.9,145.6,2369.12,22.3298,3947.9,-137.5,0.693,13.3,-0.73,2018.6,481.3,-47.7,433.6
3128.303,40.663,54.995,2253.868,183.738,205.931,2656.746,-567.547,0.720476245,1.177494198,0.05873408,0.83417116,0.744273279,0.615,246.869,471.557,112.862,1177.6175,3.0651,318.581,-31.862,0.149,0,-0.03,246.869,4.557,535.724,540.281
1710.627,67.253,98.53,399.301,252.17,252.17,951.103,-5704.092,0.233423768,1.798571764,0.147413785,0.303903125,0.303903125,0,829.771,759.524,52.405,428.5373,27.064,759.524,74.556,3,0,3.11,829.771,197.566,-106.605,90.961
11389.085,16.053,0,5197.704,-506.173,-191.194,6630.497,90.53,0.456375907,1.717681948,-0.044443693,-0.090646221,-0.239979651,0,2109.233,4758.588,338.407,1927.1571,23.2704,4750.604,-2219.182,1.2,0,-6.82,2109.233,1051.392,868.68,1920.072
5647.837,87.397,56.034,1528.668,852.33,2839.601,2533.155,2020.914,0.270664327,2.229566292,0.150912641,0.394792978,0.118500416,0,7192.633,3114.682,57.86,9054.1576,10.1929,3114.682,357.978,31.1,1556.552,1.44,7192.633,529.837,-224.092,305.745
30485.905,63.529,256.184,27917.451,740.919,740.919,28593.747,1883.992,0.915749459,1.066173839,0.024303658,0.620564801,0.620564801,0.42,1193.943,1892.158,302.21,,42.8728,1884.432,265.128,3.4,0,5.83,1193.943,391.365,-1875.679,-1484.314
1244.283,0,0,227.659,3.399,16.579,398.587,-630.629,0.182964004,3.121735029,0.002731694,0.111520688,0.022863793,0,148.663,845.696,16.583,571.3214,5.995,845.696,-55.355,0.079,0,-0.4,148.663,74.698,125.766,200.464
49041.163,397.749,0,646.45,383.012,383.012,47096.628,1232.814,0.013181784,1.0412882,0.007810011,0.252157924,0.252157924,0.22,1518.937,1944.535,41.088,,23.9021,1944.535,-299.908,0.49,0,2.78,1518.937,504.804,4768.636,5273.44
2655.5,153.9,181.5,1273.3,381.3,1320.3,2352.9,1000.2,0.479495387,1.128607251,0.143588778,0.418983244,0.121001523,0,3151.2,290.2,84.1,4396.704,4.6506,290.2,19.1,7.2,199.2,2.18,3151.2,234.2,-90.7,143.5
1628.9,58.4,4.9,722.1,299.7,408.4,989.2,550.8,0.443305298,1.646684189,0.183989195,0.371712023,0.272776918,2.64,1098.7,639.7,21.5,2536.7495,18.9811,639.7,66.4,1.984,275.3,4.7,1098.7,137.9,14.2,152.1
1242.7,92.5,3.8,337.2,64.5,245.2,780.8,-938,0.271344653,1.591572746,0.051903114,0.181791222,0.047820285,0.6,1348.8,461.9,19.6,653.676,3.9853,461.9,-249.8,2.28,387.2,0.03,1348.8,52.1,-72.1,-20
14544,166,4,1296,1345,1345,8481,4715,0.089108911,1.714892112,0.092477998,0.669820717,0.669820717,0.48,2008,6063,101,,43.9574,6063,923,0.3,0,6.14,2008,-52,-847,-899
106431,5965,527,6371,1072,1072,91794,3574,0.059860379,1.159454866,0.010072253,0.125438802,0.125438802,0,8546,14637,419,,25.751,12824,-2075,4.1,0,0.47,8546,1591,-42,1549
16269,5747,16,3292,5584,5584,10207,15546,0.202348024,1.593906143,0.343229455,0.577635254,0.577635254,0.64,9667,6062,61,108653.76,5.4014,6028,3392,11.3,0,3.44,9667,4043,-2458,1585
550.374,9.839,11.966,471.207,92.102,218.568,663.444,-543.14,0.856157813,0.829571147,0.167344388,0.457980526,0.192987639,0,477.243,-113.07,38.413,186.5901,-7.1809,-113.07,-40.134,3,71.698,0.76,477.243,31.163,16.574,47.737
1208.022,85.414,0,1196.855,-765.007,-692.897,1734.513,-925.824,0.990755963,0.696461773,-0.633272407,-1.365946793,-1.508101288,0,507.265,-526.491,104.592,176.7289,-6.8817,-526.491,-1044.718,0.297,0,-13.71,507.265,132.554,-156.881,-24.327
1334.761,95.196,17.522,582.864,110.584,127.049,617.627,-35.183,0.436680424,2.161111804,0.082849289,0.8085495,0.703764987,1.24,157.132,717.134,36.889,879.1184,9.9439,717.134,42.916,0.063,0,0.6,157.132,-114.361,-20.841,-135.202
436.679,92.194,0,235,58.068,129.337,370.749,-162.085,0.538152739,1.177829205,0.132976397,0.156707349,0.070356374,0,825.341,65.93,20.768,81.2792,2.2388,65.93,4.73,6.7,75.658,0.29,825.341,55.299,-16.008,39.291
5575.252,662.525,6.11,764.115,1169.098,1394.462,2013.321,2980.695,0.137054791,2.769181864,0.209694199,0.312425952,0.261933675,0.693,4463.336,3561.931,45.105,7073.4418,25.0801,3265.878,596.151,4.225,434.06,4.75,4463.336,1078.836,-286.812,792.024
7378.828,22.394,40.099,2793.194,268.746,919.267,4176.386,712.689,0.378541687,1.766797418,0.036421231,0.560785115,0.163944487,4.33,1639.25,3202.442,123.079,5808.5082,37.8741,3030.19,-110.282,3.321,29.489,-1.08,1639.25,381.156,42.896,424.052
20987.421,2179.49,95.367,9372.645,3914.271,5571.371,12569.434,2774.104,0.446583932,1.669718859,0.186505574,0.476655652,0.334883352,2.6,11688.461,8417.987,292.689,34837.2368,8.5783,6816.741,1823.852,46.5,42.573,2.47,11688.461,3449.971,-3206.398,243.573
2138.526,15.878,10.937,1377.892,276.31,447.337,1887.827,-36.58,0.644318563,1.132797656,0.129205817,0.576660647,0.356190307,1.5495,775.737,250.699,79.618,1057.3465,4.8675,245.663,-4.94,1.783,0,0.72,775.737,219.179,-90.44,128.739
17412.4,1276.3,68.5,3791.1,2045.4,2482.5,7847.4,9521.9,0.217724151,2.218875041,0.117468011,0.279079964,0.229941655,1.075,8895.3,9565,169.7,9725.8889,27.0394,9531.8,-18.8,8.9,1563.5,2.66,8895.3,1807.6,-893.4,914.2
751.4,4.2,1.2,228.2,136.6,223.1,439.8,40.7,0.30369976,1.708503865,0.181793985,0.251323645,0.153880816,1.2,887.7,311.6,11.9,1050.0102,18.5267,311.6,41.2,2.34,120.6,3.81,887.7,111.2,-18.8,92.4
1717.1,72.4,15.8,1002.9,121.1,150.5,1281.9,-1076.7,0.584066158,1.339496061,0.070525887,0.35816278,0.288196097,0.0918,420.2,435.2,115.3,240.6414,1.7511,213.9,-133.4,0.291,16.9,-0.49,420.2,87.4,-445.8,-358.4
3857.946,279.989,238.505,964.121,325.552,325.552,2762.265,1080.183,0.24990526,1.396660349,0.0843848,0.380924299,0.380924299,0,854.637,1095.681,46.189,,27.9576,1083.244,67.556,2.265,0,2.86,854.637,445.1,-319.538,125.562
9820,257,170,4626,1092,2234,8191,-1816,0.47107943,1.198876816,0.111201629,0.216914264,0.106029712,0.5,10299,1629,227,2695.5996,6.0823,1442,-142,15,1692,1.77,10299,575,-562,13
1515.229,128.836,0.44,803.361,-465.261,-411.095,965.813,-371.95,0.530191146,1.568863745,-0.307056557,-1.989628253,-2.251782266,0,206.619,549.416,63.688,190.1845,11.3532,549.416,-487.771,0.139,0,-10.12,206.619,193.678,-28.228,165.45
2473.062,208.87,39.088,760.241,281.949,908.807,1538.621,-828.037,0.307408791,1.607323701,0.11400806,0.454299693,0.140942295,0,2000.457,934.441,31.455,3396.2958,7.9825,899.504,-108.394,5.4,129.716,0.74,2000.457,249.287,-133.558,115.729
5601.081,291.58,36.019,2095.183,565.33,1360.684,3400.204,1464.049,0.374067613,1.647277928,0.100932302,0.62292826,0.258811034,0,2184.335,2200.877,70.985,8326.3844,32.594,2200.877,155.705,8.6,0,3.16,2184.335,612.639,45.474,658.113
2882.038,65.063,29.153,1922.518,171.235,918.738,2732.843,-363.704,0.667068928,1.05459333,0.059414553,0.257752092,0.048040006,0,3564.425,149.195,95.099,1215.7641,1.3597,149.195,-22.831,14,513.045,0.01,3564.425,177.034,1378.303,1555.337
1125.4,21.8,39.9,694.9,147.8,271.3,1137.8,-133.8,0.617469344,0.989101775,0.131331082,0.166758867,0.090847624,0.25,1626.9,-12.4,50.7,375.1653,-0.8999,-18.5,-91.5,2.142,226.4,0.23,1626.9,127.7,-123.4,4.3
77987,627,2591,4717,2212,2670,63112,3960,0.06048444,1.235692103,0.028363702,0.570269116,0.472447672,2.9,4682,14840,97,,124.437,14808,1132,5.549,0,12.08,4682,1311,1976,3287
1296.568,22.306,151.464,344.339,100.969,169.409,939.65,-16.631,0.265577278,1.37984143,0.077874049,0.09939043,0.059237421,0.6,1704.48,356.918,28.011,808.996,14.9959,356.918,26.92,1.55,430.277,0.92,1704.48,-11.226,95.124,83.898
2202.247,89.097,136.063,959.34,426.34,763.722,1478.748,914.585,0.435618711,1.489264567,0.19359318,0.727383381,0.406054337,0,1049.958,723.499,28.209,1282.8265,13.5188,723.499,175.203,2.125,0,3.24,1049.958,355.339,196.836,552.175
1266.492,0,0,533.545,-39.872,-0.674,818.75,-715.84,0.421277829,1.546860458,-0.031482236,-0.002510635,-0.148522301,0,268.458,447.742,37.028,461.2478,3.5528,447.742,-137.658,0.18,0,-1.09,268.458,117.295,-167.581,-50.286
2304.292,378.243,45.494,732.418,359.145,689.067,1689.493,89.648,0.317849474,1.363895559,0.155859153,0.206134431,0.107438246,0,3342.804,614.799,38.331,1354.6438,34.5626,603.429,34.358,29,149.645,8.51,3342.804,270.385,-11.59,258.795
3702.796,34.919,14.893,1221.741,377.796,709.406,1847.937,647.261,0.329950934,2.003745799,0.102029925,0.221246536,0.117825415,0,3206.405,1854.859,44.174,3383.666,43.0102,1854.859,65.773,5.88,584.115,2.94,3206.405,285.318,-208.556,76.762
1308.242,103.584,40.574,612.086,207.114,1021.507,1001.085,336.143,0.467869095,1.306824096,0.158314746,0.683645361,0.13861141,0,1494.206,249.419,16.705,2794.3645,7.4965,248.907,-8.81,6.552,18.356,3.28,1494.206,228.876,38.312,267.188
5224.7,482.2,0,647.3,228.6,858.7,4720.3,-2341.3,0.123892281,1.106857615,0.043753708,0.348979924,0.09290417,0.75,2460.6,504.4,41.5,1455.0871,1.1569,178.9,76.3,3.2,10.6,-0.13,2460.6,295.9,-360,-64.1
13127,572,524,5870,2059,2983,13087,-888,0.447169955,1.003056468,0.156852289,0.21509951,0.148471301,0,13868,40,402,2887.2042,0.046,13,1307,24.9,182,1.14,13868,2012,69,2081
15864,390,119,7616,4010,5679,10172,3884,0.480080686,1.559575305,0.252773575,0.888176415,0.627150454,0,6394,5451,325,11787.47,11.9518,5450,830,7,0,1.67,6394,1277,-902,375
5072,229,166,2955,247,399,3962,-503,0.58261041,1.280161535,0.048698738,0.188920455,0.116950758,1,2112,1110,182,452.2932,8.6275,998,-518,4.4,630,-2.21,2112,216,603,819
1953.4,55.4,0,720.5,215.1,510.8,1372.2,-1396.4,0.368844067,1.423553418,0.110115696,0.338188559,0.142412606,0,1510.4,581.2,45.8,753.2132,5.5017,581.2,-50.7,5.02,203.6,0.8,1510.4,171.2,-137.8,33.4
305.36,76.217,2.81,266.189,24.246,51.7,401.605,-87.883,0.871721902,0.760349099,0.079401362,0.121841145,0.057140433,0.01,424.323,-96.245,20.651,29.5346,-3.8779,-96.245,20.24,7.5,0.337,-0.84,424.323,24.87,-10.511,14.359
145342,2859,231,10215,2710,5787,136937,9941,0.070282506,1.06137859,0.018645677,0.474616583,0.222258673,2.59,12193,8405,387,,42.1965,7217,1153,13,0,8.59,12193,2572,-2318,254
3377,656,2,1086,394,607,2309,-285,0.321587208,1.462537895,0.116671602,0.128820034,0.083616299,1.6,4712,1068,53,4050.72,14.8333,1068,245,18,70,2.62,4712,392,-249,143
1530.155,298.064,125.784,575.837,272.41,303.276,993.858,353.898,0.376325928,1.539611293,0.178027716,0.34101397,0.306307177,1.6,889.336,536.297,21.801,918.4266,27.0243,536.297,131.547,2.407,96.965,6.46,889.336,264.503,186.399,450.902
5833.393,772.502,6.5,1698.126,1135.467,1360.712,2887.487,1168.589,0.291104337,2.020231779,0.194649495,0.139032083,0.116017454,1.36,9787.036,2945.906,107.421,3337.0241,13.8689,1299.297,408.698,7.347,601.591,4.28,9787.036,843.083,-309.894,533.189
6156.241,1303.125,42.352,2002.662,454.422,1960.124,4445.607,-1186.768,0.325305978,1.384791998,0.073814849,0.270521221,0.062715825,0,7245.731,1446.919,102.881,4975.0073,6.1089,1236.953,-74.155,7.7,14.388,-0.31,7245.731,300.202,-36.469,263.733
1301.087,7.159,0,878.079,311.963,507.821,1158.499,-18.278,0.67488108,1.123079951,0.239771053,0.488368783,0.300013175,1.05,1039.831,142.588,54.63,619.2989,4.0246,142.588,44.305,2.045,96.818,1.26,1039.831,206.62,-113.563,93.057
26268.8,687.6,15.3,11497.8,1913.9,2800.8,16862,2793.5,0.437697953,1.557869766,0.072858296,0.424672489,0.2901959,1.04,6595.2,9406.8,199.1,19664.7,28.7242,9321,459.3,55,0,2.61,6595.2,1136.9,1014.7,2151.6
931.537,0,7.452,306.1,71.262,197.205,399.889,17.286,0.328596717,2.329488933,0.076499377,0.263075396,0.095064927,0.33,749.614,531.648,25.351,855.249,2.4119,531.648,27.466,1.417,121.258,0.09,749.614,208.721,-134.074,74.647
1229.8,113.1,6.1,482.9,188.5,405.4,862,-1210.1,0.392665474,1.426682135,0.153276956,0.348132246,0.161872048,0.0775,1164.5,367.8,27.9,1229.4147,2.2823,366.3,24.3,4.1,219.1,0.4,1164.5,87.8,-99,-11.2
