Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
1317.1,161.1,46.2,499.4,181.3,404.6,965.5,-1234.4,0.37916635,1.364163646,0.1376509,0.34152106,0.153034524,0.07,1184.7,351.6,50,1322.8211,2.1908,350,23.4,4.2,198,0.35,1184.7,147.6,-65.2,82.4
7731.1,268.4,25.6,3830.5,319.1,732.6,5447.9,-333.3,0.495466363,1.419097267,0.041274851,0.303844718,0.132346232,0,2411.1,2283.2,183.7,1486.464,38.4643,1723.2,-357.7,7.95,380.7,-3.12,2411.1,183.1,3484.2,3667.3
3095.481,30.183,0,673.5,383.142,404.408,1110.268,196.268,0.217575233,2.788048471,0.123774625,0.815802533,0.772903143,0,495.718,1985.213,39.79,3400.7646,30.78,1751.011,193.755,0.114,2.827,3.67,495.718,356.389,1140.236,1496.625
48741,5207,842,7842,4326,5989,26704,8778,0.160891241,1.825232175,0.088754847,0.04087664,0.029526189,1.89,146514,22037,287,39175.5894,39.5145,21590,4194,14,3397,6.64,146514,3529,-1362,2167
262.829,80.298,9.82,101.975,39.719,39.719,171.657,33.838,0.38798991,1.531128937,0.151121071,0.203293104,0.203293104,0,195.378,91.172,10.171,328.1775,1.8475,91.172,9.4,1.484,0,0.19,195.378,27.866,-19.331,8.535
3344.286,165.744,25.964,1289.879,416.25,739.668,2763.104,-535.536,0.385696379,1.210336636,0.12446603,0.166490235,0.093692793,0,4442.711,556.449,59.658,3118.522,4.3775,551.35,56.966,100,80.817,0.93,4442.711,352.006,-148.731,203.275
2221.628,76.579,0.84,428.01,311.703,624.524,825.707,662.544,0.192656016,2.690576682,0.140303867,0.358980225,0.179168796,0,1739.717,1395.921,29.847,1860.6419,15.5461,1395.356,129.619,3.9,476.161,1.91,1739.717,269.966,-162.018,107.948
311.749,42.469,1.962,191.792,45.586,100.263,237.773,-153.68,0.61521288,1.31112027,0.146226612,0.327241929,0.1487852,0,306.388,73.976,6.026,459.4184,1.5506,73.976,16.957,1.9,19.97,0.43,306.388,22.25,119.754,142.004
6434.475,43.713,0,3746.736,478.692,591.172,4545.14,-1223.275,0.582290863,1.415682465,0.074394881,0.515910916,0.41775055,0,1145.88,1772.169,486.632,761.4982,4.1424,1772.169,315.956,0.419,4.693,0.69,1145.88,667.934,644.038,1311.972
1354.755,72.462,536.151,223.009,97.498,373.149,884.166,-57.865,0.164612052,1.532240552,0.071967256,0.168481446,0.044021568,0.94,2214.778,436.456,20.606,1086.245,15.6259,381.428,53.132,3.4,563.277,2.3,2214.778,71.137,295.166,366.303
424.23,26.679,49.411,61.918,36.252,70.767,200.881,3.636,0.145953846,2.111847313,0.085453645,0.609372175,0.312164711,0.05,116.131,223.349,4.232,803.697,1.8647,223.349,9.408,0.235,146.631,0.1,116.131,6.185,43.256,49.441
2736.415,22.484,0,910.515,-357.828,-333.417,1756.122,318.032,0.3327401,1.558214634,-0.130765253,-0.759135804,-0.814715646,0,439.206,980.293,30.566,392.1276,2.9749,980.293,-28.463,0.056,31.881,-1.15,439.206,259.077,399.045,658.122
12713.4,27.8,746.9,7957.7,1969.8,2953.6,12488.6,12.1,0.625930121,1.018000416,0.154938883,0.506664379,0.33790205,1,5829.5,224.8,575.5,4967.896,0.3729,224.8,-55.9,12.626,63.7,0.01,5829.5,1467.3,-718.6,748.7
1278.8,111.3,6.2,310.6,149.6,612.6,831,-806.5,0.242883954,1.538868833,0.116984673,0.554891304,0.135507246,0,1104,447.8,21,1070.069,4.4735,447.8,-74.7,3.258,88.3,0.59,1104,72.5,28,100.5
886.627,33.295,0,414.782,82.823,89.845,448.491,51.237,0.467820177,1.976911465,0.093413578,0.648162176,0.597503878,0,138.615,438.136,40.886,247.2615,7.9738,438.136,6.11,0.008,0.553,0.03,138.615,60.903,27.936,88.839
1239.385,89.61,53.819,539.28,307.328,391.386,945.32,396.994,0.435119031,1.311074557,0.247968145,0.344212987,0.270286338,2.25,1137.046,294.065,21.205,2617.6963,16.8194,292.877,87.912,2.411,16.98,5.73,1137.046,269.781,37.366,307.147
6227.013,169.656,343.06,3518.394,744.382,744.382,4506.678,154.345,0.565021143,1.381730179,0.119540781,0.921956319,0.921956319,0.82,807.394,1720.335,237.683,1730.6067,21.2432,1720.335,138.273,0.097,0,1.7,807.394,458.786,-82.141,376.645
5221.781,239.855,369.755,1613.997,861.089,2075.735,3835.009,1091.838,0.30908937,1.361608539,0.164903316,0.389827984,0.161714568,1.2,5324.746,1386.772,96.387,11183.9891,13.8405,1386.772,268.947,59.5,1537.2,5.74,5324.746,508.09,-23.765,484.325
2029.973,106.575,0.974,1810.667,590.159,1860.172,2377.026,-348.6,0.891966051,0.853996969,0.290722586,0.495583586,0.15722907,0,3753.498,-347.053,116.517,4233.2632,-2.2439,-347.053,227.263,27.47,828.429,1.55,3753.498,315.972,-173.734,142.238
456.581,0.956,22.201,106.123,60.915,94.377,267.002,-117.402,0.232429733,1.710028389,0.133415539,0.200045784,0.129118206,0.06,471.777,189.579,12.235,126.3491,5.5216,189.579,-1.169,1.35,7.449,-0.02,471.777,41.229,-34.527,6.702
2811.009,33.033,171.978,1961.535,80.35,80.35,2170.012,14.43,0.697804596,1.295388689,0.028584042,0.52542783,0.52542783,0,152.923,640.997,61.932,596.736,13.7494,640.997,9.992,0.098,200.569,0.22,152.923,-110.777,131.009,20.232
369.397,21.221,1.272,158.624,31.334,100.922,262.862,-31.319,0.429413341,1.405288707,0.084824728,0.145682095,0.045230998,0,692.755,106.535,18.801,265.73,3.059,106.535,-39.176,20.4,7.785,-1.19,692.755,14.707,66.215,80.922
34040,215,1910,12769,2720,2720,23384,3203,0.375117509,1.455696203,0.079905993,0.460782653,0.460782653,1.375,5903,10656,698,24357.3,12.5455,8418,503,5.9,313,1.62,5903,2221,-199,2022
991.4,13.4,0,892,190.9,278,1200.1,-147.8,0.899737745,0.826097825,0.192555981,0.705583756,0.484517766,1.38,394,-208.7,67.2,844.2519,-6.948,-408.2,16.2,0.595,0,0.31,394,117.9,-155.7,-37.8
9936.885,963.402,0,319.55,263.052,398.53,7039.446,1382.52,0.032157965,1.41160043,0.02647228,0.463667385,0.306046303,0,859.517,2522.82,12.922,2935.6409,120.038,2304.85,187.085,1.201,0,11.81,859.517,497.619,131.586,629.205
6185,174,179,1181,751,1167,3295,877,0.190945837,1.877086495,0.121422797,0.209778896,0.134999101,1.3,5563,2890,106,2574.4822,45.1492,2890,228,9.8,714,6.84,5563,634,-326,308
2192.1,347.6,0,524.1,486.7,866,1230.4,984.2,0.239085808,1.781615735,0.222024543,0.338545739,0.190265833,0.9,2558,961.7,23.7,4975.98,8.0477,961.7,269.1,6.7,6.7,2.19,2558,387.7,-158.9,228.8
4151.98,638.869,24.917,2016.552,564.517,564.517,3028.851,79.447,0.48568442,1.370810251,0.135963324,0.214891187,0.214891187,1,2626.99,1123.129,113.698,4116.606,9.618,1112.8,129.657,24.5,13.419,1.66,2626.99,454.634,-146.833,307.801
1795.84,53.821,204.214,1060.322,173.294,199.449,1352.935,287.22,0.590432333,1.32736606,0.096497461,0.88637303,0.770137367,0,225.017,442.905,35.212,482.2816,21.2678,442.116,56.953,0.101,0,2.84,225.017,139.687,95.142,234.829
20152,2457,667,3281,2756,5313,11139,4236,0.162812624,1.809139061,0.136760619,0.381900518,0.198102358,1.12,13912,9013,131,22541.0142,22.0929,9007,1461,83,1745,3.86,13912,2083,65,2148
3338.955,684.042,9.428,1333,612.517,1066.622,1967.747,-86.922,0.399226704,1.696841616,0.183445719,0.909408078,0.522235532,0,1172.875,1371.208,52.713,9929.0784,22.6101,1371.144,-119.863,0.87,30.037,5.13,1172.875,405.765,712.875,1118.64
83126,7284,3415,19242,4576,4576,71992,11329,0.231479922,1.154656073,0.055048962,0.467463479,0.467463479,0.92,9789,11134,520,29417.3221,23.5069,10559,2253,14.676,122,5.23,9789,3826,1101,4927
4763.732,218.206,23.598,1876.665,383.116,447.989,3249.574,339.925,0.393948484,1.465955845,0.0804235,0.166205633,0.142137501,0.6,2695.39,1514.158,120.939,2545.0625,15.5608,1512.732,52.72,19.7,10.516,0.61,2695.39,297.302,-353.864,-56.562
11799.963,0.021,92.541,3517.32,1402.966,1674.622,6519.175,2279.741,0.298078901,1.810039307,0.118895797,0.629522353,0.527401681,0,2660.147,5280.788,218.943,11272.2488,46.7306,5280.788,538.175,1.022,0,4.92,2660.147,1673.787,872.209,2545.996
2742.537,461.788,140.731,651.974,371.61,945.892,1457.401,-13.778,0.237726601,1.881799862,0.135498628,0.414967198,0.163027027,0,2279.438,1285.136,33.8,4139.6881,5.8767,1285.136,239.132,67.9,0,0.87,2279.438,271.838,-177.419,94.419
11179.591,620.916,397.678,2803.255,669.588,1253.165,6101.359,734.902,0.250747545,1.832311621,0.059893783,0.367321809,0.196266473,0.3002,3411.627,5078.232,384.504,2051.3553,8.3126,2200.263,33.985,30.369,133.163,0.42,3411.627,420.566,-239.224,181.342
2894.175,508.799,0,800,408.754,688.106,1461.342,997.724,0.276417286,1.98049122,0.141233339,0.690398122,0.410115584,0.18,996.68,1432.833,23.876,5316.6957,12.7849,1432.833,259.792,2.926,0,1.76,996.68,305.673,-442.328,-136.655
1693.785,60.432,0,706.604,119.125,119.125,753.803,85.925,0.417174553,2.246986282,0.07033065,0.846280628,0.846280628,2.545,140.763,939.982,23.589,,20.8519,939.982,100.748,0.038,0,2.31,140.763,-190.918,216.649,25.731
1401.427,0.432,0,400,173.959,209.894,627.1,201.04,0.285423358,2.234774358,0.124129905,0.811877971,0.672880025,0,258.529,774.327,21.651,254.4115,19.4486,774.327,56.172,0.142,0,1.43,258.529,180.206,147.826,328.032
775.794,11.008,0,360.303,125.461,141.683,425.508,-218.294,0.464431279,1.823218365,0.161719477,0.826535136,0.731900967,0.1797,171.418,350.286,31.918,189.5055,2.4883,195.661,50.953,0.057,0,0.58,171.418,64.325,129.007,193.332
1258.199,170.127,49.535,383.209,40.922,62.514,548.457,167.001,0.304569468,2.294070456,0.032524267,0.203778677,0.133394616,0,306.774,709.742,30.286,,21.1351,707.202,16.583,0.15,321.273,0.34,306.774,107.082,0.469,107.551
15056.084,23.08,511.091,5448.245,1438.11,1438.11,10140.493,-1377.417,0.36186335,1.48474872,0.095516869,0.477566708,0.477566708,1.21,3011.328,4915.591,304.844,9565.3246,27.3907,4915.591,375.875,6.4,37.19,2.44,3011.328,1097.287,-87.182,1010.105
7245.098,305.448,9.855,1529.389,652.726,1573.345,3892.654,-54.13,0.211092935,1.861223217,0.090092087,0.340221249,0.141145937,0,4624.476,3352.444,51.305,6380.8077,25.4328,3146.826,-4.051,18.351,442.732,2.35,4624.476,385.758,650.049,1035.807
35187,1682,2526,26929,13126,20127,46390,22423,0.765311052,0.758503988,0.373035496,0.676151443,0.440958108,3.82,29767,-11203,1170,125995.005,-8.1641,-12629,4857,82.5,8592,5.02,29767,7739,-6839,900
1918.5,58,15,543.5,267.7,647.7,1324.7,259.5,0.28329424,1.448252435,0.139536096,0.388495681,0.160568618,0.7925,1667.2,593.8,23.3,1942.981,9.2734,583.3,58.9,5.9,168.5,2.01,1667.2,179.6,-155.5,24.1
8273,237,3,2588,1399,3719,5979,1634,0.312824852,1.3836762,0.169104315,0.607580461,0.228557425,1.61,6121,2294,111,13831.2294,11.8886,2294,654,19,204,3.65,6121,1022,-747,275
3095.2,117.8,6.5,1134.5,285.6,494.2,1741.7,-52.4,0.36653528,1.777114314,0.092271905,0.754964864,0.436296975,0,654.6,1353.5,59.8,2267.004,18.4658,1351.7,18.5,1.339,0,0.32,654.6,224.9,-71.6,153.3
4667.632,878.164,884.994,1494.411,1145.813,1890.432,2886.794,22.103,0.3201647,1.616891264,0.245480578,0.709233992,0.429875038,0.8,2665.456,1684.587,52.687,9943.6939,10.4646,1382.447,499.913,2.1,0,3.99,2665.456,777.574,-504.992,272.582
1715.802,54.493,33.431,1130.901,147.296,257.711,1216.551,-69.889,0.659109268,1.410382302,0.085846735,0.972945933,0.556092073,0.2,264.877,499.251,81.9,550.544,3.2127,487.251,9.505,,0,0.08,264.877,75.985,41.402,117.387
858.9,29.667,59.166,665.131,119.128,308.891,923.628,-484.173,0.774398649,0.929919838,0.138698335,0.538927244,0.207844595,0,573.159,-64.728,67.254,98.8719,-0.3616,-64.995,-99.576,2,35.387,-0.35,573.159,77.119,-56.54,20.579
14746,4848,0,4324,1544,3244,7513,3071,0.293232063,1.962731266,0.104706361,0.735934664,0.350272232,0.2,4408,7233,208,14546.8694,10.019,7233,464,6.8,123,1.14,4408,1292,-374,918
5268,129,58,3860,704,1024,5369,-485,0.732725892,0.981188303,0.133637054,0.206534893,0.141992739,0,4958,-114,227,2976.528,-0.9921,-117,37,16,604,0.91,4958,530,-119,411
2345.33,39.359,336.058,1100.874,803.171,1030.128,2134.287,1573.635,0.469389809,1.098882203,0.342455433,0.589747906,0.459815106,0,1746.726,211.043,69.984,10114.3277,1.3365,211.043,363.016,6.55,0,2.24,1746.726,489.452,-579.078,-89.626
3776.5,1297.7,4.1,1503.9,1081.4,2800.3,3126.7,1576.1,0.398225871,1.207822944,0.286349795,0.63508947,0.245254349,1.465,4409.3,583.8,71.4,20339.242,2.8389,574.3,590.1,7.7,555.5,3.54,4409.3,793.4,-325.5,467.9
1828.557,425.51,273.351,399.44,336.136,424.66,1031.108,293.781,0.218445474,1.773390372,0.183825826,0.131245691,0.103886407,0.32,3235.611,797.449,40.099,931.951,21.2037,797.449,160.523,0.84,254.967,3.93,3235.611,221.55,10.528,232.078
1585.928,27.331,0,575,239.054,368.514,1088.391,393.461,0.362563748,1.457130755,0.15073446,0.187335008,0.121523695,0,1967.139,497.537,39.15,1340.7009,25.4391,497.537,-15.085,3.29,286.626,3.49,1967.139,139.1,-171.131,-32.031
2427.615,13.791,0,1085.117,82.561,99.714,1130.166,-160.885,0.446988917,2.148016309,0.034009099,0.380496293,0.315042566,1.72,262.063,1297.449,28.048,,18.443,1297.449,56.522,0,0,0.88,262.063,130.725,624.162,754.887
5420,71,599,987,415,626,2417,60,0.182103321,2.242449317,0.076568266,0.509771987,0.337947883,1.285,1228,3003,89,2169.986,23.8075,1987,76,0.73,104,1.11,1228,391,-191,200
788.221,161.361,10.733,582.669,236.729,393.234,746.778,367.967,0.739220346,1.055495743,0.300333282,0.364471377,0.219413745,0,1078.916,41.443,23.363,685.2274,1.9919,40.394,134.484,9.313,0,6.2,1078.916,197.493,-65.188,132.305
8143,685,9,1381,642,969,3512,2005,0.169593516,2.318621868,0.078840722,0.219479049,0.145413364,0,4415,4631,78,8976.2272,31.0366,4627,252,45,17,2.39,4415,473,-607,-134
24695,883,0,5458,3639,4098,14509,2006,0.2210164,1.702047005,0.147357765,0.208634559,0.185266266,1.0648,19642,10186,325,18147.7589,13.4539,10186,941,3.545,1224,1.47,19642,3526,-797,2729
2589.802,40.598,0.04,767.092,152.863,240.708,1370.365,-95.473,0.296197161,1.88986292,0.059024976,0.113403553,0.072017579,1.03,2122.579,1219.437,50.544,2997.3285,26.2283,1149.508,4.953,1.08,43.532,0.23,2122.579,181.658,73.308,254.966
23178.837,2294.615,0,15157.114,595.263,595.263,17235.376,-467.801,0.653920384,1.344840809,0.025681314,0.381558545,0.381558545,3.11,1560.083,5943.461,22.393,3844.6483,10.9569,1786.482,97.823,0.845,0,0.61,1560.083,-372.917,485.611,112.694
480.443,24.195,1.629,186.471,86.222,119.748,307.154,34.798,0.388123045,1.564176276,0.179463537,0.394542537,0.284081961,0.87,303.511,173.289,8.129,477.5247,7.7767,173.289,34.795,0.993,48.248,2,303.511,53.747,41.513,95.26
5938.412,45.811,0,2700,878.225,973.595,4066.111,874.769,0.454667005,1.460464803,0.147888863,0.700313186,0.631712928,0,1390.228,1872.301,167.24,1676.1801,18.4753,1872.301,506.877,0.558,21.354,5.09,1390.228,872.516,158.846,1031.362
1289.69,195.735,3,291.992,95.742,296.005,424.298,264.77,0.226404795,3.039585386,0.074236444,0.396438277,0.128226866,0,746.661,865.392,12.873,443.3741,32.8884,865.392,251.267,7.4,7.482,6.82,746.661,141.134,-2.893,138.241
4297.803,531.475,2.597,786.649,-107.04,-49.166,1133.617,1025.851,0.183035146,3.791230195,-0.024905748,-0.428809405,-0.933567074,0,114.657,3164.186,71.446,1041.4882,7.8688,3164.186,-227.558,0.278,0,-0.55,114.657,18.177,236.488,254.665
8674.506,477.069,1424.764,2168.953,672.394,672.394,5921.369,1246.972,0.250037639,1.464949406,0.077513809,0.560613312,0.560613312,0,1199.39,2753.137,28.856,13631.056,30.0358,2753.137,259.2,4.78,0,4.38,1199.39,608.334,2162.265,2770.599
4077.2,9.6,96.2,1329.4,545,970.5,2924.7,398.6,0.326057098,1.39405751,0.133670166,0.199592794,0.112084567,1.2,4862.4,1152.5,92.9,1122.744,23.5685,1152.5,-92.4,24.1,287.8,1.39,4862.4,293.2,-71.7,221.5
1182.916,148.561,31.139,464.919,191.635,322.27,1083.138,-282.885,0.393027907,1.092119379,0.162002205,0.155853816,0.09267709,0,2067.771,99.778,35.967,530.2136,2.0794,43.151,-37.645,7.8,69.775,2.39,2067.771,121.15,-3.331,117.819
7666.1,1190.08,4.899,582.438,471.949,471.949,5090.056,463.204,0.07597579,1.50609345,0.061563116,0.100532454,0.100532454,0.84,4694.494,2576.044,19.247,,23.925,2572.917,179.972,17.103,0,2.18,4694.494,360.637,837.06,1197.697
5849.251,1905.713,611.098,1818.785,45.242,1113.602,4879.345,-1433.682,0.31094323,1.19877791,0.007734666,0.348179502,0.014145392,0,3198.356,969.906,113.686,27954.2681,7.7168,969.906,-294.062,10.161,953.675,-2.36,3198.356,-57.337,2143.13,2085.793
1514.016,76.923,17.274,1235.365,378.789,499.736,1480.542,484.37,0.815952407,1.022609288,0.250188241,0.368412439,0.279248602,0,1356.458,33.474,67.607,1113.518,0.1925,30.982,161.177,1.229,131.613,1.1,1356.458,205.276,-7.677,197.599
7167.028,425.453,11.451,3497.757,272.765,272.765,5045.835,428.883,0.48803451,1.420384931,0.038058314,0.396332869,0.396332869,0,688.222,2121.193,134.486,3792.6962,10.3667,1377.154,127.053,2.475,10.217,0.64,688.222,190.658,4892.911,5083.569
9930.108,656.097,15.081,4350.421,901.617,1018.986,5161.873,-183.455,0.438104097,1.923741247,0.090796293,0.360070305,0.318596632,0,2829.964,4768.235,268.727,4376.2089,21.3013,4768.235,-95.206,0.702,153.32,-0.42,2829.964,767.5,-13.336,754.164
5200.945,38.477,14.312,2285.984,489.616,765.469,3486.956,381.797,0.439532431,1.491543054,0.094139815,0.295412945,0.18895462,0.865,2591.183,1713.989,94.295,4105.1782,14.7384,1713.989,218.181,4,356.467,1.63,2591.183,550.71,-358.023,192.687
2014.027,113.354,1062.734,325.277,192.574,192.574,1580.576,208.969,0.161505779,1.274236101,0.095616394,0.508130929,0.508130929,0,378.985,433.451,28.524,,13.6211,433.451,51.422,0.465,1072.116,1.6,378.985,-729.496,787.927,58.431
2677.8,133.834,4.74,1337.638,493.717,1036.577,1921.757,894.745,0.499528718,1.393412383,0.184374113,0.396676583,0.188935287,0.64,2613.154,756.043,46.961,4148.2116,8.5588,756.043,250.088,16.5,569.132,2.88,2613.154,303.785,-321.009,-17.224
5119.931,560.451,7.97,1985.5,201.443,276.416,2892.425,-614.646,0.387798195,1.770117116,0.039344866,0.43559919,0.317450537,0,634.565,2227.506,38.624,5169.588,56.1018,2223.763,-23.021,1.1,0,0.2,634.565,-58.315,470.274,411.959
801.968,39.885,3,289.423,110.649,226.623,497.434,133.906,0.360890958,1.612209861,0.137971839,0.579985617,0.283178797,0,390.739,304.534,17.596,294.2546,28.5331,304.534,-11.132,1.361,9.337,1.07,390.739,90.403,-3.363,87.04
2972.766,554.831,0,794.269,527.005,755.755,1633.807,-494.083,0.26718181,1.819533152,0.17727766,0.883018237,0.615748525,0,855.877,1338.959,63.756,3245.9903,3.4608,1338.959,277.979,0.23,55.354,0.75,855.877,443.586,-139.184,304.402
10774.784,282.819,171.558,6542.804,892.771,892.771,8002.722,555.573,0.607232962,1.346389891,0.082857438,0.90065988,0.90065988,0.12,991.241,2772.062,263.365,3513.0695,27.073,2772.062,255.998,0.065,0,2.51,991.241,769.018,1049.285,1818.303
6269,990,108,1592,942,1611,4904,-337,0.253947998,1.278344209,0.1502632,0.23156533,0.135403191,1,6957,1365,112,5431.818,28.2609,1365,-3,38,339,8.94,6957,716,-332,384
1998.1,139,0,651.5,216.2,290,1292.7,-7.6,0.326059757,1.545679585,0.108202793,0.198195735,0.147758338,0.0585,1463.2,705.4,51,1281.7392,6.5139,431.7,-133.5,1.48,139.1,0.31,1463.2,112.3,-81.7,30.6
20515.139,416.711,175.683,10338.098,2069,2415.555,448.227,11132.809,502.887,2918.442,-2775.848,1702.786,0.503925321,1.842763942,0.100852351,0.263231551,1.215067542,1702.786,9382.33,452.648,1.0761,8195.0465,10.1084,9153.46,-982.123,0.4,0,-1.08
10455.693,111.69,89.805,5355.789,1068.35,1395.068,8727.78,-488.761,0.512236635,1.197978524,0.102178784,0.094052193,0.072025637,0.3113,14832.913,1718.036,313.524,6151.833,7.3449,1718.036,101.883,269.5,553.815,1.09,14832.913,398.159,107.755,505.914
30460,1494,27,6610,5106,6467,19070,7202,0.217005909,1.597273204,0.167629678,0.070962999,0.056028618,1.84,91132,11390,250,24731.24,39.2372,10751,2415,45.34,5642,8.9,91132,3110,635,3745
8798,41,1,2280,1492,1812,4370,-1245,0.259149807,2.013272311,0.169583996,0.518751789,0.427139994,0,3493,4428,123,2369.031,21.2027,4319,164,1.1,45,0.68,3493,1070,344,1414
3976.587,201.367,116.953,2712.952,645.094,1192.066,4123.885,-421.137,0.68223127,0.964281739,0.162223032,0.547914844,0.296507558,0,2175.641,-351.909,130.262,4593.7995,-5.1606,-371.755,188.368,1.933,0,3.89,2175.641,372.807,574.877,947.684
2356.116,220.786,7.559,1194.648,192.921,392.207,2035.251,-227.153,0.507041249,1.157653773,0.081880943,0.076484006,0.037621386,0,5127.961,320.865,129.115,851.0365,6.5791,320.865,-230.927,2.179,473.861,-0.29,5127.961,118.199,8.119,126.318
682.234,,3.478,343.178,81.55,221.281,453.667,-148.865,0.503020958,1.503821085,0.119533767,0.528543312,0.194787203,0,418.662,228.567,12.362,1039.2346,4.8034,228.567,-16.51,0.918,73.572,0.58,418.662,25.29,302.36,327.65
1017.174,40.867,27.426,282.118,81.124,122.649,556.81,31.892,0.27735471,1.826788312,0.0797543,0.370292432,0.244923344,0,331.222,460.364,19.478,430.8678,22.6121,460.654,17.036,0.777,26.869,0.79,331.222,78.286,26.127,104.413
3932.549,29.321,0,1801.295,474.647,580.691,2369.348,252.593,0.458047694,1.659759985,0.120697034,0.731454808,0.597878786,0,793.885,1563.201,121.323,1487.1501,10.8793,1563.201,265.573,0.42,,1.88,793.885,498.277,739.852,1238.129
3075.41,473.714,0,1746.263,257.183,320.875,2075.823,-65.719,0.567814698,1.481537684,0.083625598,0.481748,0.386123556,0,666.064,999.587,89.8,544.2175,17.0624,999.534,-21.791,0,0,-1.06,666.064,415.335,1266.112,1681.447
4864,663,89,1199,637,1644,2737,549,0.246504934,1.777128243,0.130962171,0.419816139,0.162665986,0.512,3916,2127,54,6940.161,11.6676,2127,71,12.5,486,1.98,3916,416,-147,269
760.197,75.106,0,494.181,233.74,543.05,606.213,153.69,0.650069653,1.254009729,0.307472931,0.67056704,0.288625983,0,809.837,153.984,38.474,,4.6662,153.984,105.399,1.151,0,3.38,809.837,429.935,-79.039,350.896
2312.552,0.891,4,1594.5,386.37,499.403,2021.529,-11.133,0.689498009,1.143961823,0.167075162,0.239994675,0.185675182,0,2080.892,291.023,81.834,276.7702,5.6886,291.023,-7.979,5,25.073,-0.25,2080.892,265.296,101.563,366.859
2540,347,116,595,226,640,1420,172,0.234251969,1.788732394,0.088976378,0.368663594,0.130184332,0.25,1736,1120,41,2392.2122,33.6522,1080,75,10,773,3.03,1736,291,-185,106
2223.59,94.04,26.965,1069.305,205.43,316.084,1342.625,33.072,0.480891261,1.656151196,0.092386636,0.314636358,0.204489145,0,1004.601,880.965,48.221,3624.3665,14.8781,880.965,14.67,15.5,0,1.67,1004.601,115.286,837.972,953.258
